country,country_long,currency,capital_city,region,continent,demonym,latitude,longitude,agricultural_land,forest_area,land_area,rural_land,urban_land,central_government_debt_pct_gdp,expense_pct_gdp,gdp,inflation,self_employed_pct,tax_revenue_pct_gdp,unemployment_pct,vulnerable_employment_pct,electricity_access_pct,alternative_nuclear_energy_pct,electricty_production_coal_pct,electricty_production_hydroelectric_pct,electricty_production_gas_pct,electricty_production_nuclear_pct,electricty_production_oil_pct,electricty_production_renewable_pct,energy_imports_pct,fossil_energy_consumption_pct,renewable_energy_consumption_pct,co2_emissions,methane_emissions,nitrous_oxide_emissions,greenhouse_other_emissions,urban_population_under_5m,health_expenditure_pct_gdp,health_expenditure_capita,hospital_beds,hiv_incidence,suicide_rate,armed_forces,internally_displaced_persons,military_expenditure_pct_gdp,birth_rate,death_rate,fertility_rate,internet_pct,life_expectancy,net_migration,population_female,population_male,population,women_parliament_seats_pct,rural_population,urban_population,press,democracy_score,democracy_type,median_age,political_leader,title,urban_rural_ratio,gdp_per_land_area
Somalia,Somali Democratic Republic,Somali shilling,Mogadishu,Tropical,Africa,Somali,-0.3768947584638608,0.4602069247837105,1.7387832364299598,-0.168081515143517,0.6589824510609865,0.7375931344126541,-0.4737265295996395,-0.12932866391473954,-2.291772234500119,-0.6997109288676283,-0.17617433539731706,1.7792352247159362,-2.354990049791162,2.4272635502258524,1.813816951831673,-1.9958865915530983,-0.4466543981204166,,,,,,,,,95.37,660.4,18752.1,6548.95,-368.442,2.67832,,,0.87,,7.9,20000.0,3864000.0,1.52999,43.561,11.596,6.312,2.00405,55.0,-17071,8775069,8822442,17597511,19.708,9269665,8327846,1.37,0.0,Unknown,11.3,Hassan Ali Khayre,Prime Minister,-0.6422599499612591,-1.061805102307455
South Africa,Republic of South Africa,South African rand,Pretoria,Tropical,Africa,South African,-2.0145449801583424,0.0445059015223401,2.2293382572155744,0.9287182564682196,2.018414750877665,2.097036536594738,1.9473889902962596,0.3942662416976257,0.5241009242590693,1.1328509674591245,-0.3090728589700411,-0.9172656474080793,1.4110353363142862,2.4272635502258524,-1.002806915070129,0.07342035661276,-0.5404176766235917,92.7112,0.324638,0.0,5.5293,0.0741683,1.9304,-14.4836,86.7914,9.76,393242.0,72213.2,17993.0,49022.2,0.114057,8.5833,489.644,2.3,4.19,23.5,90000.0,,0.897253,19.821,11.432,2.374,72.3105,62.0,10934,30725879,29168006,59893885,46.5,18965399,40928486,3.52,7.24,Flawed democracy,23.3,Cyril Ramaphosa,President,0.9286385603269064,0.5612577726983655
South Sudan,Republic of South Sudan,South Sudanese Pound,Juba,Tropical,Africa,South Sudanese,-0.5028678524403594,0.144274147105069,0.8391055323433958,-0.0514670914990139,0.669635108775299,0.7097306239638769,-0.7070622552799608,-0.12932866391473954,-0.0441960328296896,-0.6818725365081899,-2.3576875546295666,1.840827051425258,-0.1425322358618739,1.1449234557597603,1.8662240252828275,-2.0302900618959216,-0.8621394168099148,0.0,0.0,0.0,0.0,99.3939,0.606061,-1058.12,72.2226,33.22,1742.7,32385.9,21818.3,,0.0,5.25356,33.2344,,1.27,3.9,185000.0,1475000.0,2.36822,29.107,11.05,4.469,6.5,55.0,-31885,5508626,5404538,10913164,32.3636,8638206,2274958,1.71,0.0,Unknown,12.5,Salva Kiir Mayardit,President,-0.9962403078100067,-1.018274770203241
Spain,Kingdom of Spain,Euro,Madrid,Tropical,Europe,Spanish,0.882836181301125,-0.4210792445303946,0.7196094714075189,1.0795243858049215,0.3624184944797237,0.3827242377183556,1.9473889902962596,1.955464898944192,0.9576418861919342,2.083225254999904,-0.0914009799657135,-0.9403897905535736,-0.1425322358618739,1.151694888601826,-0.9783940857316952,0.6272922884062033,1.5687991655186353,18.9624,10.1299,18.8983,20.6187,6.20644,24.82,71.4327,72.9555,19.35,202706.0,39703.2,20960.4,4827.68,3.37222,10.7137,2900.65,2.97,0.08,7.7,199000.0,,1.37078,7.1,9.5,1.19,93.9,83.0,275022,24278328,23336706,47615034,42.9799,8902107,38712927,3.56,8.08,Full democracy,40.3,Pedro Sánchez,President,5.08823011028983,5.7481207132944885
Sri Lanka,Democratic Socialist Republic of Sri Lanka,Sri Lankan rupee,Colombo,Tropical,Asia,Sri Lankan,-0.5028678524403594,0.9923042345582646,-0.6026798471613349,-0.5512129033719119,-0.6534064126186301,-0.6552068358216967,0.1733106745393562,0.3396880704160651,-0.8547257396989992,-0.3943445717422495,2.1085378492043136,-0.0342613134416612,-1.283275569808416,-0.103808424232846,-0.0141703636980385,0.6272922884062033,-0.4466543981204166,33.7051,45.2814,0.0,0.0,17.8198,3.19375,50.2685,50.5456,49.32,21846.3,8377.67,3157.2,4415.31,2.37043,4.06585,151.056,4.15,0.01,14.0,317000.0,12000.0,1.87554,14.019,7.36,1.99,66.6815,76.0,-92400,11498234,10682766,22181000,5.33333,17960843,4220157,1.97,6.19,Flawed democracy,28.8,Gotabaya Rajapaksa,President,-0.264512921819576,0.6035211227294984
St. Kitts and Nevis,St. Kitts and Nevis,East Caribbean dollar,Basseterre,Tropical,Americas,Kittian and Nevisian,-0.068960528883501,-1.3979766491946148,-0.7617132122657131,-0.7594761580781297,-0.7963701849937175,-0.803616472236444,-0.901663147606536,-0.0729131537396607,-0.0940558743612426,-0.7327208032283437,-1.0136184883484187,-0.27844274682430503,-0.1705495804867443,-0.3193988963368328,-0.25961461039409917,0.6272922884062033,-0.4466543981204166,,,,,,,,0.0,1.38,231.0,82.0708,6.98647,46.9644,2.96153,5.36557,1104.94,2.3,,,,,,12.125,10.181,1.531,79.4731,72.0,-90,24646,23011,47657,31.25,32888,14769,0.0,0.0,Unknown,30.4,,,1.1220068014499884,0.9200756344665566
St. Lucia,St. Lucia,East Caribbean dollar,Castries,Tropical,Americas,Saint Lucian,-0.2138295869564744,-1.36832330942445,-0.7614899081108623,-0.7585081691919727,-0.7955578908324954,-0.8029106333009259,-0.8835786813017651,-0.3774887054205845,-0.8425906706742531,-0.7276366985346071,-0.4156778570909894,-0.4768407378911249,0.2958200466117842,2.01863745217564,-0.5152723877317497,0.6272922884062033,-0.4466543981204166,,,,,,,,0.0,9.66,499.2,272.86,27.3773,-218.182,1.88663,6.73803,607.753,1.3,,7.9,,,,11.49,10.299,1.399,78.0956,71.0,0,90909,88948,179857,11.1111,145594,34263,0.0,0.0,Unknown,29.5,,,1.100469522578368,0.9146244502372876
St. Vincent and the Grenadines,St. Vincent and the Grenadines,East Caribbean dollar,Kingstown,Tropical,Americas,Saint Vincentian,-0.2404239066559873,-1.3722031857524095,-0.7616565360842789,-0.7577383356561038,-0.796068475733835,-0.8034337721450574,-0.8847116266323298,-0.1741573989645683,-0.258463039190407,-0.7327807177499717,-0.5313822600365846,-0.5923175733405698,1.1035130090572811,2.339882192594791,-0.6366614088565892,0.6272922884062033,-0.4466543981204166,,,,,,,,0.0,5.01,219.8,67.7762,9.93771,-92.4137,1.34755,4.81775,401.61,2.4,,1.0,,,,12.901,13.425,1.797,84.9128,70.0,-379,51020,52928,103948,18.1818,47946,56002,0.0,0.0,Unknown,29.1,,,1.1011631042970371,0.920499605356784
Sudan,Republic of the Sudan,Sudanese pound,Khartoum,Tropical,Africa,Sudanese,-0.1669396018363631,0.144274147105069,2.2293382572155744,1.0584604720693045,2.15959437714864,2.097036536594738,0.2214127668325761,-1.3421569751741604,-1.492142438520781,-0.4991231092808783,2.1085378492043136,0.4020390281051808,-1.2810609207830888,2.291088044174028,0.3360862247517556,-1.3517542403701013,-0.3332251029439746,0.0,64.5359,0.0,0.0,22.6182,0.0,-8.99308,31.7265,62.13,20796.1,55887.4,29300.7,2266.35,0.416263,3.01748,23.3945,0.74,0.07,3.8,124000.0,3553000.0,1.01645,33.596,6.799,4.457,28.4,65.0,-15223,23454198,23420005,46874204,30.5164,30020115,16854089,1.08,2.15,Authoritarian,14.5,Abdel Fattah al-Burhan,Leader of the Sovereignty Council,0.10558364767078215,-0.2311189149973068
Suriname,Republic of Suriname,Suriname dollar,Paramaribo,Tropical,Americas,Surinamer,-0.628840946416858,-1.2857373729140449,-0.757292470113845,0.7450480622862485,-0.434922491654495,-0.4522115626715388,-0.8274468007039912,-0.12932866391473954,-0.0441960328296896,-0.7204693017889707,2.1085378492043136,-0.723366681958032,-0.1425322358618739,0.2813666086069786,-0.7108746771027957,0.5663819050285077,0.985422742790829,0.0,60.0531,0.0,0.0,39.9469,0.0,-43.7598,76.2535,14.66,2601.32,1415.67,178.09,237.067,53.484,6.77188,459.563,3.0,0.71,25.4,2000.0,,,18.154,8.667,2.348,65.9398,70.0,-492,310416,307625,618040,29.4118,208236,409804,4.77,6.98,Flawed democracy,24.1,Dési Bouterse,President,1.8297780707235085,1.6565464320969536
Sweden,Kingdom of Sweden,Swedish krona,Stockholm,Tropical,Europe,Swedish,1.8066388704621144,-0.1051464668517531,-0.591710739006559,2.011627338024766,0.1482675826555933,0.1938699715485133,0.3030415507321824,-0.5122562814521411,0.4207061898043228,1.9624993829499615,-0.094831586105553,-1.1382878898851965,1.6175324665629414,0.0262429182926996,-1.1265920904144182,0.6272922884062033,2.4935967675866606,0.666951,46.5087,0.262457,34.7364,0.155622,16.754,24.6521,25.1171,58.4,33576.1,4792.09,6381.07,-4904.42,3.39593,11.2799,6914.91,2.14,,14.7,15000.0,,1.27685,11.0,8.8,1.67,88.3078,83.0,80097,5201777,5285164,10486941,46.4183,1206837,9280104,9.41,9.39,Full democracy,35.6,Stefan Löfven,Prime Minister,1.5631175282673957,13.236200036447599
Switzerland,Switzerland,Swiss franc,Bern,Tropical,Europe,Swiss,1.1767734005796215,-0.2215427533649368,-0.6768003904791733,-0.6348255442026958,-0.7052632718710481,-0.7198378094578884,0.2889477357910691,-1.0401469554161125,-0.7036375530677267,2.083225254999904,-0.9866054863154132,-0.972759163871788,-0.8648071735641196,-0.6023053772825263,-1.0232975175831749,0.6272922884062033,2.4935967675866606,0.0,57.8816,1.00156,34.932,0.0680818,4.31638,50.089,50.1682,26.37,34916.1,4975.24,2396.71,1473.07,0.0,11.7964,10309.8,4.63,0.03,14.5,20000.0,,0.711643,10.3,8.2,1.52,95.57,84.0,23872,4414771,4354970,8769741,41.5,2272064,6497677,7.43,9.03,Full democracy,38.1,Simonetta Sommaruga,President,-0.401406722451376,-2.95382637674177
Syrian Arab Republic,Syrian Arab Republic,Syrian pound,Damascus,Tropical,Asia,Syrian,0.6728810246736273,0.2772984745487075,0.0269358523912439,-0.7088395398655276,-0.3707976697271628,-0.3662230534709035,0.6086463521614885,-0.12932866391473954,-0.0441960328296896,-0.6857358344461418,2.1085378492043136,-0.0659592454624156,-0.1425322358618739,0.474750764184781,-0.0181200287817781,0.0488067020737151,-0.7005385305930693,0.0,2.30971,68.6259,0.0,29.0644,0.0,47.8337,97.7918,1.08,25234.6,15963.7,3263.59,-9394.7,0.313801,3.0472,63.137,1.4,,2.0,269000.0,6865000.0,4.05614,20.111,5.117,2.747,35.78,72.0,212187,11046621,11078628,22125249,11.2,9564966,12560283,1.09,1.43,Authoritarian,17.7,Bashar al-Assad,President,-1.6619553203792115,1.8493531390062783
Tajikistan,Republic of Tajikistan,Tajik somoni,Dushanbe,Tropical,Asia,Tadzhik,0.8408451499756254,0.8260238252537164,-0.4834331614237684,-0.7185768937786813,-0.4748641559820153,-0.4788141059753377,0.2082494231162189,0.502841689536473,-1.1615390905563654,-0.6888098861863942,-0.4758737958255984,-0.5520347847308612,-0.927828760788776,0.1198480193447771,-0.5437323601770138,0.6048009468768341,2.4935967675866606,1.52663,98.4734,0.0,0.0,0.0,0.0,36.2455,45.9841,38.75,9328.8,5520.88,2431.16,260.243,0.0,8.17698,69.6949,4.67,0.1,4.3,17000.0,,1.00921,26.749,4.548,3.186,21.96,72.0,-3564,4944055,5008732,9952787,26.9841,7169192,2783595,1.45,1.93,Authoritarian,17.7,Emomali Rahmon,President,-0.43492750217126064,1.4505409126151894
Tanzania,United Republic of Tanzania,Tanzanian shilling,Dodoma,Tropical,Africa,Tanzanian,-1.0487512596718531,0.2274143517573431,1.4778574323431686,2.253239023560613,1.2588268765165882,1.333890186470723,0.6653129415745878,-0.12932866391473954,-1.093505421057874,-0.3883287004034495,-0.7424443004379899,1.6058926928342834,-0.6554908706716756,-0.8890954741229337,1.5769561866133002,-2.0302900618959216,-0.7769295518026195,0.0,33.4869,43.9079,0.0,21.938,0.667196,10.7281,14.3806,83.95,14435.5,46487.4,27293.2,1758.44,0.099507,3.7466,39.3088,0.7,0.96,4.3,28000.0,,1.06743,36.21,6.222,4.726,31.6331,66.0,-4865,33126817,32370931,65497748,36.8557,41471864,24025884,2.16,5.41,Hybrid regime,13.0,John Magufuli,President,0.49877639727967993,-0.30848459597401384
Thailand,Kingdom of Thailand,Thai baht,Bangkok,Tropical,Asia,Thai,-0.1669396018363631,1.308237012236906,0.5420656654467295,1.2084046256322534,0.3887205794200949,0.3899247435989057,1.9473889902962596,-0.0480980572370829,-0.2849612285310278,1.5450789099832718,-0.4641381901344519,0.385415322136196,-0.2734493819850361,-1.267499074120693,0.4055880552152563,0.6272922884062033,-0.7301167557940332,19.4543,2.66595,71.4368,0.0,0.570432,5.87252,41.5682,79.839,20.83,265479.0,75892.8,20931.8,28219.8,14.6506,4.35931,305.088,2.1,0.09,8.8,455000.0,41000.0,1.31844,8.999,7.922,1.331,85.27,79.0,1133,36890933,34806096,71697030,15.7464,33777188,37919842,1.77,4.63,Hybrid regime,35.8,Prayut Chan-o-cha,Prime Minister,4.994268823061488,3.9747803223803255
The Bahamas,Commonwealth of The Bahamas,Bahamian dollar,Nassau,Tropical,Americas,Bahamian,0.2214774379245074,-1.618298191523141,-0.7612598028142394,-0.7100502690557874,-0.7737419905025307,-0.7744210913414096,-0.8445850104734518,0.6683733464343772,-0.1744712606288857,-0.67772772693755,-0.5401948410505734,-0.9762196690202364,-0.3232789850548911,0.5635760302895182,-0.947565758355048,0.6272922884062033,-0.4466543981204166,,,,,,,,0.0,1.27,2456.0,223.179,33.8196,-2144.25,4.03768,7.59363,1851.0,2.96,0.24,3.5,2000.0,,,11.445,8.986,1.389,94.2938,72.0,485,214167,195817,409984,17.9487,67680,342304,0.0,0.0,Unknown,28.9,Hubert Minnis,Prime Minister,1.090601766812043,0.8759091987464436
The Gambia,Republic of The Gambia,Gambian dalasi,Banjul,Tropical,Africa,Gambian,-0.2313258501487359,-0.6300382921122564,-0.7277641795866245,-0.7365228330775163,-0.7734866980518609,-0.7794757687837203,-0.8044513786209943,-0.12932866391473954,-0.8809608381122543,-0.7266782228398759,0.4117524387177766,1.2144756195561208,0.2904868694969879,-0.4871910189674183,1.2403429110990194,-1.2518657668390911,-0.4466543981204166,,,,,,,,0.0,48.74,611.4,1346.29,359.179,375.873,1.92958,2.61294,18.581,1.1,0.8,4.8,4000.0,5600.0,0.748651,33.257,7.543,4.684,32.9623,62.0,-1960,1359657,1346335,2705992,8.62069,978162,1727830,2.49,4.31,Hybrid regime,13.1,Adama Barrow,President,1.032041547457268,0.9394838006524496
Timor-Leste,Democratic Republic of Timor-Leste,U.S. dollar,Dili,Tropical,Asia,East Timorese,-1.167725848287465,1.7391804062403398,-0.7427040210126808,-0.6693055659295637,-0.7624627058638469,-0.768036772270381,-0.8830144233363627,-0.12932866391473954,1.098691509625906,-0.7225764463076861,-1.2889334130355246,0.9609659481480488,-0.1602029262476841,-0.4704615966517279,1.021089565088506,0.6272922884062033,-0.4466543981204166,,,,,,,,0.0,11.11,446.1,4794.9,273.821,204.313,1.06193,9.85141,120.87,5.9,0.1,3.7,2000.0,900.0,1.14158,24.944,7.233,3.149,39.4513,68.0,-1997,657338,683957,1341296,40.0,911089,430207,2.61,7.19,Flawed democracy,16.7,,,1.149703315280202,0.9476875927840026
Togo,Republic of Togo,West African CFA franc,Lomé,Tropical,Africa,Togolese,-0.4608768211148598,-0.3351676998338982,-0.5455502562756567,-0.6407543522833135,-0.6707430908595701,-0.6678006808338146,-0.6390260804157367,-0.12932866391473954,-1.190388655060318,-0.6997094084283684,-0.1595635306098417,1.3411824951674811,-0.3810574924348102,-0.629391108650787,1.374313817796832,-1.6637653110316113,-0.5719698142787496,0.0,69.1358,0.0,0.0,24.6914,6.17284,19.9716,17.8006,76.62,2415.1,3039.88,1943.65,688.454,0.981712,5.96301,53.4998,0.7,0.38,8.8,10000.0,2300.0,1.78373,31.856,8.168,4.257,34.9841,62.0,-995,4400474,4448225,8848699,18.6813,4962262,3886437,2.63,3.1,Authoritarian,14.8,Faure Gnassingbé,President,0.9569113940073407,1.0431854132581186
Tonga,Kingdom of Tonga,Tongan pa'anga,Nuku'alofa,Tropical,Oceania,Tongan,-1.6366256982288463,-1.8135737472001696,-0.7600696030041211,-0.7596792673121749,-0.7953025983818256,-0.8025290744643628,-0.8963396333728093,-0.285243141861885,-0.0441960328296896,-0.7349891834194964,0.3244645408337449,0.2740482977052705,-0.1425322358618739,-0.8395046865442798,0.3438808563018414,0.6272922884062033,-0.4466543981204166,,,,,,,,0.0,2.06,118.1,92.3382,52.2687,-91.3753,11.3689,5.31754,248.04,2.6,,3.8,,,,23.045,6.97,3.237,71.5866,71.0,-948,54010,52848,106858,3.7037,82147,24711,3.08,0.0,Unknown,17.9,Pōhiva Tu'i'onetoa,Prime Minister,1.1168936576797035,0.9241629348564347
Trinidad and Tobago,Republic of Trinidad and Tobago,Trinidad and Tobago dollar,Port of Spain,Tropical,Americas,Trinidadian,-0.3349037271383612,-1.368877577566319,-0.7589927555568712,-0.7379574778136017,-0.7850676919504272,-0.7936373139568037,-0.6634799343928722,-1.1536444487311737,0.2395598647215113,-0.6086090189163531,-1.1116155494101738,-0.651773331306873,0.4814349547515502,-0.6461205309664774,-0.712874781724726,0.6272922884062033,-0.865132367660909,0.0,0.0,99.767,0.0,0.23301,0.0,-102.663,99.9195,0.47,15420.0,6667.33,412.555,-13784.3,2.95534,7.31458,1030.71,3.02,,8.7,5000.0,,0.888016,11.687,9.131,1.626,79.0,73.0,2632,775955,755090,1531044,26.1905,714385,816659,3.16,7.16,Flawed democracy,31.9,Keith Rowley,Prime Minister,0.835998916287074,0.7752312636943712
Tunisia,Republic of Tunisia,Tunisian dinar,Tunis,Tropical,Africa,Tunisian,0.6308899933481278,-0.204914712434482,-0.2105373478180733,-0.6909411578507617,-0.4364078295493011,-0.4373298698031058,-0.0496100162018823,-0.4640446126174223,0.4841522112568734,-0.5221476278084003,-0.1049558220739003,-0.7354489360744159,0.5681463112746838,1.7720776328086787,-0.796352072461678,0.6221159152118724,-0.7679405738098256,0.0,0.350681,91.4414,0.0,4.63509,2.48526,36.1959,88.8704,12.88,29293.0,6653.82,3298.03,704.035,7.95927,6.34365,221.685,2.18,0.04,3.3,48000.0,,2.82898,16.093,7.884,2.086,78.9897,74.0,-9189,6257745,6098372,12356117,26.2673,3680393,8675724,2.64,6.41,Flawed democracy,28.0,Kaïs Saïed,President,0.11343843544054669,1.1964671402610874
Turkey,Republic of Turkey,New Turkish lira,Ankara,Tropical,Asia,Turkish,0.8408451499756254,0.2274143517573431,1.3781526939641158,1.4409795602653093,0.9892148402046744,1.0284853178668525,1.9473889902962596,-0.4586739296979072,0.2545807123558007,2.083225254999904,2.1085378492043136,-0.442623056385946,0.2435490981596791,0.5583978757632332,-0.4806027041859081,0.6272922884062033,-0.0543295501335181,29.0951,25.6495,37.9012,0.0,0.849559,6.30713,75.2079,86.8432,13.72,407406.0,50444.8,38132.1,13047.3,2.05455,4.61794,395.24,2.85,,2.4,512000.0,1099000.0,2.0639,14.678,6.398,1.889,81.41,76.0,-69729,42578812,42762429,85341241,17.354,19609710,65731531,1.48,4.37,Hybrid regime,27.3,Recep Tayyip Erdoğan,President,1.8934533692082984,2.105938134297371
Turkmenistan,Turkmenistan,New Turkmen manat,Ashgabat,Tropical,Asia,Turkmen,0.882836181301125,0.6431153750187135,1.155755358016297,-0.3516724471853729,0.2936589541525044,0.3204104868950381,-0.3092293244179247,-0.12932866391473954,-0.0441960328296896,-0.5270052008745694,-0.17617433539731706,-0.4467181104528731,-0.1425322358618739,-0.4395918292834896,-0.4395103020075503,0.6272922884062033,-0.865132367660909,0.0,0.0,100.0,0.0,0.0,0.0,-191.511,,0.06,63655.0,124819.0,5327.15,-6869.22,0.0,5.68487,483.74,4.03,,5.7,42000.0,4000.0,2.90187,21.592,6.585,2.667,21.251,69.0,-4503,3244911,3185860,6430770,25.8621,2990694,3440076,0.92,1.72,Authoritarian,22.0,Gurbanguly Berdimuhamedow,President,-0.9651036313278468,-1.7946164876718944
Tuvalu,Tuvalu,Australian dollar,Funafuti,Tropical,Oceania,Tuvaluan,-1.1327333223228522,1.8554034841046847,-0.7619512522277367,-0.7604669348295698,-0.7969039782996634,-0.8041378709178596,-0.9051530389771896,-0.12932866391473954,-0.0441960328296896,-0.7368730472862258,-1.362771530117296,-0.27844274682430503,-0.1425322358618739,-0.3193988963368328,-0.25961461039409917,0.6108521271410073,-0.4466543981204166,,,,,,,,,6.68,6.6,11.5745,1.44319,9.38116,0.0,21.5392,1071.31,5.6,,,,,,23.484,10.159,3.163,71.5866,65.0,-15,5513,5799,11312,6.25,3900,7412,0.0,0.0,Unknown,21.0,Kausea Natano,Prime Minister,1.1256192149538102,0.9246698063403771
Uganda,Republic of Uganda,Ugandan shilling,Kampala,Tropical,Africa,Ugandan,-0.7548140403933564,0.1775302289659787,0.054933886019741,-0.5289323157855262,-0.3315986743470455,-0.3138530895952372,0.2405810686128544,-0.2362794218216329,-1.0101795914062472,-0.5272420208077961,-0.2839258230760371,1.35469617358834,-0.5444968466858044,-0.5867709137036708,1.2934178895232014,-2.0302900618959216,-0.4466543981204166,,,,,,,,,93.03,5674.6,21178.7,12404.2,680.507,0.0,3.96207,33.9014,0.5,1.3,4.6,46000.0,4800.0,2.42385,36.795,5.877,4.585,10.3424,63.0,43465,23848253,23401332,47249585,33.813,34889566,12360019,1.98,5.2,Hybrid regime,12.2,Yoweri Museveni,President,-0.7665403865328246,1.5900003878061155
Ukraine,Ukraine,Ukrainian hryvnia,Kiev,Tropical,Europe,Ukrainian,1.2607554632306206,0.1775302289659787,1.579296461874108,0.1994966596407706,0.5477213593781669,0.5788421295101149,1.9473889902962596,-0.044026607607127,0.4428387140689679,0.0023490889362227,1.8088905568708076,-0.9834321291110854,0.4180035702663019,0.5185659178687323,-0.8778075967937908,0.6272922884062033,1.8801777628453635,34.5782,3.32926,6.23165,48.5721,0.460187,1.05238,27.2085,75.3495,8.72,165664.0,32317.9,28400.5,-31170.1,0.752524,7.61658,269.729,7.46,0.15,21.6,311000.0,5914000.0,3.22835,7.3,18.5,1.16,79.2183,70.0,831,20550751,17449249,38000000,20.331,11430780,26569220,2.41,5.69,Hybrid regime,38.9,Volodymyr Zelensky,President,3.364283439328046,0.0042888393815600735
United Arab Emirates,United Arab Emirates,U.A.E. dirham,Abu Dhabi,Tropical,Asia,Emirati,0.2109796800931326,0.5433471294359846,-0.7399608938312653,-0.7291286661815186,-0.6321475139992178,-0.6167348679220833,-0.2323896432118713,-1.5188381801860975,-1.9351078107673767,1.6012614443367434,-0.6654820597376554,-1.3368308680014127,-2.2771914516484006,-0.8906887524387135,-1.320325328950133,0.6272922884062033,-0.853324581760302,0.0,0.0,98.5255,0.0,1.24209,0.232401,-183.844,86.1283,0.92,188089.0,56944.7,1829.64,-16708.7,25.5033,5.67227,2191.81,1.38,,6.4,63000.0,,5.64365,10.307,1.874,1.46,100.0,79.0,-2762,2893385,6547744,9441129,50.0,1176081,8265048,1.79,2.76,Authoritarian,29.3,Sheikh Khalifa bin Zayed Al Nahyan,President,0.3768063965555306,-2.5330502910729233
United Kingdom,United Kingdom of Great Britain and Northern Ireland,Pound sterling,London,Tropical,Europe,British,1.4707106198581184,-0.3878231626694849,0.2161379488730491,-0.4445082287953129,-0.2354926708721694,-0.2728058362478532,1.9473889902962596,2.3471098272657307,1.322557224039734,2.083225254999904,-0.1668984855880237,-0.9985801399208172,1.4785937570409575,-0.7279752044396769,-0.9353196304171646,0.6272922884062033,0.73354176591984,22.8065,1.86975,29.7402,20.9139,0.63415,22.9703,34.63,80.3518,13.5,308650.0,50415.7,27696.7,27049.7,2.07612,11.9391,5634.18,2.46,,7.9,149000.0,,2.22323,10.1,9.7,1.56,96.6802,81.0,202027,33876563,33094847,66971411,34.5679,10448880,56522531,3.52,8.53,Full democracy,35.9,Rishi Sunak,Prime Minister,-7.138369974339521,-8.84624242140735
United States,United States of America,U.S. dollar,"Washington, D.C.",Tropical,Americas,American,0.7988541186501259,-1.8135737472001696,2.2293382572155744,2.253239023560613,2.15959437714864,2.097036536594738,1.9473889902962596,1.5549327999972649,0.2860118565845295,2.083225254999904,-0.1538866750764201,-1.2829775867072135,-0.7225552095947962,-0.7200088128607767,-1.2262803374210296,0.6272922884062033,0.5817089073290218,34.2327,5.84164,31.9422,19.3238,0.903807,7.38695,7.30874,82.4278,11.16,4320530.0,748241.0,258002.0,37873.4,1.47679,18.8158,11702.4,2.87,0.11,16.1,1388000.0,,3.48322,11.0,10.4,1.664,91.7532,76.0,561580,168266219,165021339,333287557,28.7037,56378923,276908634,3.04,7.96,Flawed democracy,33.9,Joe Biden,President,0.9286385603269064,0.9646372842248423
Uruguay,Oriental Republic of Uruguay,Uruguayan peso,Montevideo,Tropical,Americas,Uruguayan,-2.1825091054603405,-1.2857373729140449,0.0350065406274746,-0.5593392542872238,-0.3907801060932261,-0.3825273682024526,-0.602565580337428,-0.0034625215486755,0.5546276934249784,-0.4092103210526872,0.0236185908476922,-0.46300240653523,0.3356372272508635,0.1224370966079197,-0.4596918630844279,0.6272922884062033,0.9321880297514836,0.0,60.1601,0.0,0.0,11.441,28.3988,44.4335,46.2703,61.09,6514.3,20393.6,7967.68,861.987,1.90377,9.15207,1429.51,2.43,0.27,21.2,22000.0,,2.25631,10.473,12.162,1.493,90.0738,75.0,-1486,1764421,1658372,3422794,25.2525,147591,3275203,4.87,8.38,Full democracy,31.5,Luis Lacalle Pou,President,1.5752221420625785,1.0471626233579667
Uzbekistan,Republic of Uzbekistan,Uzbek som,Tashkent,Tropical,Asia,Uzbekistani,0.9248272126266244,0.7096275387405327,0.6935327603296413,-0.3950030776328554,0.2257047454651252,0.1974338092533844,1.9473889902962596,-0.12932866391473954,-0.5642486911127509,-0.3667541280429799,0.4010368300611621,0.1844809800144101,-0.206341447608661,-0.243021117074127,-0.1510583904942616,0.6221159152118724,-0.6315441979965964,4.0852,20.6529,75.0052,0.0,0.256634,0.0,-26.1649,97.7385,1.03,115578.0,53601.9,16989.3,-867.338,0.0,6.74741,120.504,3.98,0.11,8.0,68000.0,3400.0,3.55548,25.9,5.0,3.173,76.5904,71.0,-39201,17809564,17838536,35648100,33.3333,17657930,17990170,1.46,2.01,Authoritarian,22.7,Shavkat Mirziyoyev,President,9.863503103447705,-1.6249287416938647
Vanuatu,Republic of Vanuatu,Vanuatu vatu,Port Vila,Tropical,Oceania,Ni-Vanuatu,-1.4686615729268484,1.8554034841046847,-0.751454823426122,-0.716743956788517,-0.7686825582983474,-0.7742810140692223,-0.8968463091413315,-0.8586536600007703,0.5068026957847701,-0.7326193484631752,-1.065844592434063,0.9563211976343,-0.3146906807637611,-1.0231300124379297,1.0299456240011322,-0.9234041821659964,-0.4466543981204166,,,,,,,,0.0,22.73,121.3,374.328,86.2794,52.2944,1.79173,3.96995,114.23,1.7,,18.0,,,,29.438,5.395,3.735,66.3357,70.0,-197,162433,164308,326740,1.92308,242389,84351,0.0,0.0,Unknown,15.6,Charlot Salwai,Prime Minister,1.1582956224484557,0.9530843916700722
