country,country_long,currency,capital_city,region,continent,demonym,latitude,longitude,agricultural_land,forest_area,land_area,rural_land,urban_land,central_government_debt_pct_gdp,expense_pct_gdp,gdp,inflation,self_employed_pct,tax_revenue_pct_gdp,unemployment_pct,vulnerable_employment_pct,electricity_access_pct,alternative_nuclear_energy_pct,electricty_production_coal_pct,electricty_production_hydroelectric_pct,electricty_production_gas_pct,electricty_production_nuclear_pct,electricty_production_oil_pct,electricty_production_renewable_pct,energy_imports_pct,fossil_energy_consumption_pct,renewable_energy_consumption_pct,co2_emissions,methane_emissions,nitrous_oxide_emissions,greenhouse_other_emissions,urban_population_under_5m,health_expenditure_pct_gdp,health_expenditure_capita,hospital_beds,hiv_incidence,suicide_rate,armed_forces,internally_displaced_persons,military_expenditure_pct_gdp,birth_rate,death_rate,fertility_rate,internet_pct,life_expectancy,net_migration,population_female,population_male,population,women_parliament_seats_pct,rural_population,urban_population,press,democracy_score,democracy_type,median_age,political_leader,title,urban_rural_ratio,gdp_per_land_area
Afghanistan,Islamic State of Afghanistan,Afghan afghani,Kabul,Tropical,Asia,Afghan,0.5888989620226283,0.7262555796709875,1.4118183457360334,-0.6408365867536829,0.7167481701261801,0.7401931822204993,0.2821163528054798,-0.12932866391473954,0.9327222424155078,-0.669961046753882,-1.0724367059700344,1.584627925589447,-0.9165767743037982,0.892986322077042,1.6047085408168709,0.5082357049365849,-0.4466543981204166,,,,,,,,,17.86,8709.47,16222.0,4863.39,-1800.0,0.0,16.8261,81.3198,0.39,0.04,4.1,278000.0,4394000.0,1.35886,35.842,7.344,4.643,18.4,62.0,-183672,20362329,20766442,41128771,27.0161,30181937,10946834,2.14,2.97,Authoritarian,12.9,Ashraf Ghani,President,0.38113881562534974,-0.9347230654749192
Albania,Republic of Albania,Albanian lek,Tirana,Tropical,Europe,Albanian,0.9248272126266244,-0.022006262199479,-0.695994346083681,-0.6824036345836022,-0.7333825748920961,-0.7378803447593882,-0.6591001795831817,0.569735347628645,-0.274519807351199,-0.6501538698483896,-0.3597552708612437,0.4303244150701625,0.2895858967963956,0.9125039814453472,0.4267299553344325,0.6272922884062033,2.1259542326820853,0.0,100.0,0.0,0.0,0.0,0.0,13.798,61.4218,44.58,4383.2,2692.2,1015.19,11.6814,6.36726,6.65959,350.835,2.89,0.03,4.3,8000.0,,1.41564,10.24,11.325,1.39,79.32,76.0,-10612,1391085,1384548,2775634,35.7143,1004807,1770827,2.62,5.98,Hybrid regime,33.7,Edi Rama,Prime Minister,0.8932344983360472,0.886513931618907
Algeria,People's Democratic Republic of Algeria,Algerian dinar,Algiers,Tropical,Africa,Algerian,0.3789438053951307,-0.3046829580172109,1.582005583346663,-0.5674636236490328,2.15959437714864,2.097036536594738,1.8764802828007527,-0.12932866391473954,-0.0441960328296896,0.1470672621396459,0.0495842025608781,-0.4004772026376806,-0.1425322358618739,0.8611207557614411,-0.4394236548759143,0.6163080244878326,-0.8614640585037505,0.0,0.210762,98.3575,0.0,1.31981,0.111922,-177.124,99.9779,0.15,161563.0,86543.9,12578.7,-7720.56,1.12475,6.32118,214.852,1.9,0.04,2.5,317000.0,2500.0,5.59258,21.524,4.546,2.889,70.77,76.0,-18797,22040987,22862237,44903225,8.10811,11328186,33575039,1.71,3.5,Authoritarian,24.0,Abdelmadjid Tebboune,President,0.8948247920600685,0.06809948372519012
Andorra,Principality of Andorra,Euro,Andorra la Vella,Tropical,Europe,Andorran,0.9878137596148736,-0.329625019412893,-0.7609922912378699,-0.7589807697024097,-0.7958828084969842,-0.8032386593137628,-0.8959565943398706,-0.12932866391473954,-0.0441960328296896,-0.7217069854205413,-0.17617433539731706,-0.27844274682430503,-0.1425322358618739,-0.3193988963368328,-0.25961461039409917,0.6272922884062033,-0.4466543981204166,,,,,,,,,20.59,448.884,53.601,1.75881,,0.0,9.05176,3336.92,2.5,,,,,,7.0,3.9,1.27,93.8975,,1377,39038,40786,79824,46.4286,9730,70094,3.17,0.0,Unknown,38.9,Xavier Espot Zamora,Head of Government,1.115430120240129,0.9068005712844545
Angola,People's Republic of Angola,Angolan kwanza,Luanda,Tropical,Africa,Angolan,-1.3216929632876,-0.0469483235951612,2.2293382572155744,2.253239023560613,2.096418198759592,2.097036536594738,-0.015899014001455,-0.12932866391473954,-0.9200216192345908,-0.2454779030548288,2.1085378492043136,0.9027940449702956,-0.8886829501298155,0.5940474780788116,0.833350502913424,-2.0302900618959216,-0.5545652676764605,0.0,53.1749,0.0,0.0,46.8251,0.0,-540.997,48.3056,61.02,19814.5,32703.2,17757.9,5203.07,1.22031,2.91183,50.7426,0.8,0.52,6.1,117000.0,,1.13206,38.809,8.009,5.304,32.6023,62.0,29089,17998220,17590767,35588987,33.6364,11359649,24229338,2.24,3.62,Authoritarian,12.4,João Lourenço,President,-0.007581658079869476,-0.11709395730301955
Antigua and Barbuda,Antigua and Barbuda,East Caribbean dollar,Saint John's,Tropical,Americas,Antiguan,-0.080857987619089,-1.3821800103106827,-0.7615431837214104,-0.7597615017825445,-0.7959524337108033,-0.8032706124689886,-0.8956808716366882,-0.12932866391473954,-0.0441960328296896,-0.7290531489640223,-0.2298982076403032,-0.27844274682430503,-0.1425322358618739,-0.3193988963368328,-0.25961461039409917,0.6272922884062033,-0.4466543981204166,,,,,,,,0.0,0.72,474.6,204.866,11.7635,471.237,3.97656,5.61473,830.34,2.89,,0.4,0.0,,,12.115,6.365,1.58,95.6634,78.0,0,48981,44782,93763,11.1111,70935,22828,0.0,0.0,Unknown,31.1,Gaston Browne,Prime Minister,1.1150424996672803,0.9159506499215155
Argentina,Argentine Republic,Argentine peso,Buenos Aires,Tropical,Americas,Argentine,-2.22450013678584,-1.4187617003576831,2.2293382572155744,2.070380399385165,2.15959437714864,2.097036536594738,1.9473889902962596,-0.12932866391473954,-0.4118779362105704,2.083225254999904,-0.17617433539731706,-0.4714618290356477,-0.6861094106740622,-0.1464286191799622,-0.4613706512598747,0.6272922884062033,-0.1947941351455519,2.02957,26.2416,49.4823,4.16673,15.4232,1.89849,13.0294,87.7224,9.84,154536.0,131036.0,51061.5,3701.73,0.896205,9.98438,863.714,4.99,0.11,8.4,103000.0,,0.565318,13.902,8.955,1.885,87.1507,75.0,2344,23345532,22889298,46234830,44.7471,3538352,42696478,2.76,7.02,Flawed democracy,27.6,Alberto Fernández,President,0.9286385603269064,0.9646372842248423
Armenia,Republic of Armenia,Armenian dram,Yerevan,Tropical,Asia,Armenian,0.882836181301125,0.3936947610618913,-0.6670639892705914,-0.72802196855016,-0.7308992755992172,-0.7378546113263693,-0.6309657619531055,-0.0066833753323731,-0.2363962876576033,-0.6472940618220488,-0.0510635616948816,-0.3988834518656874,0.8461835803139182,1.0616746637602537,-0.3313096963771354,0.6272922884062033,2.26855113053044,0.0,28.2857,35.9149,31.8065,0.0,0.0512886,71.3413,74.5619,8.38,6746.6,2319.92,1173.58,722.155,0.0,12.241,551.543,4.2,,3.3,49000.0,8400.0,4.44012,12.049,13.007,1.575,78.6123,72.0,-12825,1530390,1250079,2780469,35.514,1012841,1767628,2.7,4.79,Hybrid regime,30.8,Nikol Pashinyan,Prime Minister,0.8551356219335403,0.8856132211806808
Australia,Commonwealth of Australia,Australian dollar,Canberra,Tropical,Oceania,Australian,-1.930562917507343,1.8554034841046847,2.2293382572155744,2.253239023560613,2.15959437714864,2.097036536594738,1.9473889902962596,0.2531684691394946,0.3982201371060294,2.083225254999904,-0.380880327927141,-0.9141777552873422,1.0058446619495254,-0.7100508233871515,-0.9923226121421768,0.6272922884062033,-0.6026275990071309,62.8716,5.29618,20.7955,0.0,2.69506,8.34166,-190.191,89.6256,10.89,378997.0,131485.0,49331.8,-17268.7,2.70968,10.649,5901.11,3.84,0.02,12.5,59000.0,,1.97842,12.1,6.7,1.7,96.24,83.0,117929,13079142,12899794,25978935,38.4106,3510274,22468661,4.73,9.09,Full democracy,33.3,Anthony Albanese,Prime Minister,0.9286385603269064,0.9646372842248423
Austria,Republic of Austria,Euro,Vienna,Tropical,Europe,Austrian,1.1907704108814847,-0.1328598684579379,-0.6120450193815229,-0.3742472954669362,-0.6054578487019207,-0.6099431837510021,-0.021142947677077,0.879305556626317,1.8166584288156065,1.434773345364897,-0.0662168825680851,-1.0929323991655555,1.3917370823403092,-0.5017296835989112,-1.1105215747039523,0.6272922884062033,0.622966114550634,8.22661,59.9971,12.6014,0.0,1.39404,16.4937,63.5449,65.6618,35.77,59142.4,6863.08,3759.74,-8604.11,0.0,12.1736,6491.12,7.27,,14.6,22000.0,,0.802122,9.6,10.3,1.48,92.5292,81.0,20314,4590655,4451873,9042528,40.9836,3684288,5358240,5.1,8.29,Full democracy,39.0,Sebastian Kurz,Federal Chancellor,0.0346637985968677,-2.3697328367961505
Azerbaijan,Republic of Azerbaijan,New Azeri manat,Baku,Tropical,Asia,Azerbaijani,0.9038316969638748,0.4352648633880283,-0.4911354544806768,-0.6484328721069745,-0.6051654228038806,-0.6046319002832112,-0.1352520146491584,-1.1304501522405213,-0.060092479956618,-0.3744521580903622,0.7886840442749613,0.9187352419281264,-0.4046426326454765,-0.3513640425471699,0.5856480153491007,0.6272922884062033,-0.7954305945885687,0.0,6.63075,86.0823,0.0,6.50924,0.409106,-310.385,98.366,1.23,34305.0,15733.1,4793.55,-514.235,0.0,4.60677,191.227,4.82,0.03,4.1,82000.0,659000.0,5.27006,11.1,7.6,1.52,86.0,69.0,1084,5154492,5020523,10175016,18.3333,4357959,5817057,1.32,2.65,Authoritarian,27.9,Ilham Aliyev,President,0.22369315047023816,0.6187600017784113
Bahrain,Kingdom of Bahrain,Bahraini dinar,Manama,Tropical,Asia,Bahraini,0.2949617427441316,0.4859803882259154,-0.7615658541939841,-0.7604966581321131,-0.7951517437518844,-0.8034177979951268,-0.8069654345787457,-0.804314070480965,-0.6329976390700179,-0.5326252972665952,-0.859192870963959,-1.4303375539198993,-1.7422179848541584,-1.160550267173958,-1.3428254228577037,0.6272922884062033,-0.865132367660909,0.0,0.0,99.9684,0.0,0.0315967,0.0,-61.5843,99.3658,0.0,32470.2,17641.4,171.638,8391.62,31.9817,4.723,1110.0,1.74,0.05,8.9,19000.0,,3.55826,11.926,2.479,1.811,100.0,79.0,-9150,560034,912199,1472233,20.0,151007,1321226,1.28,2.71,Authoritarian,29.2,Sheikh Hamad bin Isa Al Khalifa,King,1.0044156808480864,0.6698410730427742
Bangladesh,People's Republic of Bangladesh,Bangladeshi taka,Dhaka,Tropical,Asia,Bangladeshi,0.2109796800931326,1.1419566029323578,-0.2009023969742585,-0.5739631191384801,-0.494869800752685,-0.6116474167679091,1.9473889902962596,-0.7574820266163969,-1.6074083289137604,1.3831751657499611,-0.2031704180482332,0.6511769526039658,-1.244427661413361,-0.5033229619146913,0.5571122266636553,0.5750626828754011,-0.8464289379251809,1.68952,0.959143,80.7036,0.0,16.38,0.267747,16.8417,73.7689,27.96,85493.1,88904.0,28076.8,1513.77,6.06484,2.62801,50.6641,0.79,0.01,3.7,227000.0,427000.0,1.26978,17.821,5.68,1.981,38.9174,72.0,-174500,86327159,84859213,171186372,20.8571,103206552,67979820,1.54,5.57,Hybrid regime,22.7,Sheikh Hasina,Prime Minister,-3.183842417886317,-2.7950284370680634
Barbados,Barbados,Barbados dollar,Bridgetown,Tropical,Americas,Barbadian,-0.2439231595463857,-1.344489784146225,-0.7614865075399763,-0.7599418231513067,-0.7959756421154096,-0.8036294433432948,-0.8493877878239818,2.243526443463613,0.4875148421722672,-0.7111750408881555,-0.7827253207685239,-0.8176082640658263,1.638124052316801,0.1945329403969664,-0.7052787165179728,0.6272922884062033,-0.4466543981204166,,,,,,,,0.0,4.68,1096.07,2359.57,38.4787,-101.447,1.84675,7.20014,1199.71,5.97,0.24,0.6,1000.0,,,10.832,9.007,1.633,85.82,78.0,-28,146550,135084,281635,26.6667,193416,88219,0.0,0.0,Unknown,35.2,Mia Mottley,Prime Minister,1.0569396067549754,0.893463321312339
Belarus,Republic of Belarus,Belarusian rubel,Minsk,Tropical,Europe,Belarusian,1.4287195885326187,0.1110180652441594,-0.29271781089767,0.1081074120879331,-0.3258894068138846,-0.3151616103874208,-0.0482276867465738,-0.7045868940672193,0.1687719620771594,-0.4017629331136227,1.0074113704477223,-1.387458279677485,-0.6078555720822953,-0.6086784905456465,-1.2743453064880768,0.6272922884062033,-0.8585622731649926,0.0,0.313949,97.8669,0.0,1.06214,0.501731,86.7797,92.4404,8.39,54801.5,17079.3,15902.5,-7365.67,0.0,6.40607,408.095,10.83,0.12,21.2,155000.0,,1.15581,9.283,16.544,1.483,86.89,72.0,12961,4968656,4240046,9208701,40.0,1811720,7396981,1.51,3.13,Authoritarian,36.5,Alexander Lukashenko,President,0.15302525801695402,1.2328198607052896
Belgium,Kingdom of Belgium,Euro,Brussels,Tropical,Europe,Belgian,1.3377390205207331,-0.288054917086756,-0.6847123854073883,-0.6922717710279458,-0.7266985543654687,-0.7489289699491964,1.3930454856369168,1.26578207786983,1.136510830434735,1.9287041648523144,0.1030800659880881,-1.009607271998335,1.03810529735783,-0.3177060381263165,-0.9943191064669556,0.6272922884062033,0.9760040123766808,6.10801,0.457238,32.8061,37.5324,0.300512,20.3428,80.0918,75.8708,12.28,85364.1,7974.09,4564.2,2697.19,4.23288,11.0645,5009.46,5.58,,18.3,26000.0,,1.08181,10.2,9.7,1.6,92.79,82.0,52356,5903468,5765978,11669446,42.6667,215535,11453911,6.48,7.78,Flawed democracy,37.1,Sophie Wilmès,Prime Minister,-1.860050207072927,-2.6540635773472823
Belize,Belize,Belize dollar,Belmopan,Tropical,Americas,Belizean,-0.0724597813539892,-1.8135737472001696,-0.7523049661476351,-0.6340388674620523,-0.7440352326064087,-0.751531688207638,-0.8686179228358094,0.0161763880358182,-0.4708267471234629,-0.7241394578669835,-0.9220524038503553,-0.2026897804430019,0.7199602113244867,0.4900860679741639,-0.2633133598258095,0.5078267714542324,-0.4466543981204166,,,,,,,,0.0,31.35,687.6,514.045,205.409,-344.105,28.4692,6.92426,277.99,1.04,0.42,7.1,2000.0,,1.25358,17.976,6.353,2.01,61.9942,70.0,577,201525,203747,405272,12.5,217242,188030,2.84,0.0,Unknown,21.6,Dean Barrow,Prime Minister,1.1557968033356194,0.9732596335932523
Benin,Republic of Benin,West African CFA franc,Porto-Novo,Tropical,Africa,Beninese,-0.3978902741266105,-0.3171539887150519,-0.5381823526892101,-0.449942639276962,-0.5352756331723323,-0.5282271527361997,-0.3088458394722584,-0.12932866391473954,-0.0441960328296896,-0.6569746525166592,-1.2257730374218818,1.7874437790392808,-0.7871491395001637,-1.1097645208584692,1.8110189715392613,-2.0302900618959216,-0.865132367660909,0.0,4.09357,0.0,0.0,94.4444,1.46199,46.5907,36.7246,46.2,7980.4,4029.62,3007.64,1486.29,6.0032,2.58937,32.1271,0.5,0.14,7.8,12000.0,1200.0,0.560621,36.608,9.434,4.973,33.9653,60.0,1732,6663569,6689295,13352864,7.40741,6738656,6614208,2.46,5.74,Hybrid regime,13.6,Patrice Talon,President,0.5846837631735644,1.2273576673443416
Bhutan,Kingdom of Bhutan,Bhutanese ngultrum,Thimphu,Tropical,Asia,Bhutanese,0.3579482897323809,1.1502706233975852,-0.7329783882785713,-0.4905714215232673,-0.7084567483448813,-0.709454369234793,-0.8966501372687383,1.4759933562164655,-0.1996211089667572,-0.7254503990265369,-0.5347548568664033,1.1685851893412509,-0.468161208037234,-0.7214029313870842,1.2532858263871425,0.6272922884062033,-0.4466543981204166,,,,,,,,0.0,87.45,1035.2,451.524,97.2654,-422.1,0.0,4.37175,133.703,1.74,0.1,4.6,6000.0,,,12.482,6.477,1.413,85.6369,72.0,291,368525,413930,782455,17.3913,440632,341823,2.62,5.3,Hybrid regime,24.8,Lotay Tshering,Prime Minister,1.2638587852180712,1.023986856955427
Bolivia,Plurinational State of Bolivia,Bolivian Boliviano,Sucre,Tropical,Americas,Bolivian,-1.5106526042523478,-1.435389741288138,1.379569598499971,2.253239023560613,1.7171928674919088,1.767920949568588,-0.3797132628810757,0.2055428815890879,-0.4985828399605513,-0.5387158083508871,-1.1620353080365602,1.0232033914895438,0.1103068611962789,-0.5590877029669927,1.0029586527936796,0.552555812226449,-0.6244880702050915,0.0,28.8813,66.3462,0.0,2.25141,2.52111,-177.986,84.1533,16.86,18375.3,26597.8,9838.14,2436.27,0.0,7.85706,241.118,1.29,0.13,6.2,71000.0,31.0,1.54446,21.836,9.945,2.618,65.9774,64.0,-4666,6097747,6126364,12224110,46.1538,3565773,8658337,2.21,5.7,Hybrid regime,20.1,Jeanine Áñez,President,-0.21477954824492249,-0.3137188713913788
Bosnia and Herzegovina,Bosnia and Herzegovina,Bosnia and Herzegovina convertible mark,Sarajevo,Tropical,Europe,Bosnian,1.050800306603123,-0.0552623440603886,-0.6364588512961209,-0.5437929762803767,-0.6781465719289942,-0.6849493434902642,-0.4170480491804731,-0.3473210789586253,0.5769657574766284,-0.6241433007620284,0.8158356241041276,-0.8635060727564926,0.4230170473905657,1.3596177088111214,-0.937944316446304,0.6272922884062033,-0.3443764898456933,63.9772,35.5173,0.191951,0.0,0.31352,0.0,22.7301,77.522,37.71,20946.8,3660.95,1283.7,-3144.12,0.0,9.84113,591.406,3.49,,10.9,11000.0,91000.0,0.894938,8.42,15.712,1.35,75.6762,75.0,-25865,1641713,1591814,3233526,16.6667,1621904,1611622,2.69,4.98,Hybrid regime,38.1,Valentin Inzko,High Representative,0.6088742958060825,0.9203663729902033
Botswana,Republic of Botswana,Botswana pula,Gaborone,Tropical,Africa,Motswana,-1.7206077608798456,0.0445059015223401,0.703706134897081,0.7508341985146589,0.5183163107419273,0.5865548763686812,-0.6660409598245889,-1.0580016883474794,0.0439024306761819,-0.6433800825754297,0.4363258269904641,-0.4836805849542624,0.8777466884701515,2.4272635502258524,-0.441506796332329,-0.7327531810455824,-0.8647466249580317,96.36,0.0,0.0,0.0,3.60634,0.0337041,44.5,74.688,27.21,5763.69,3434.49,2963.63,841.571,0.0,6.18665,362.735,1.8,3.48,16.1,9000.0,,2.85964,23.576,9.461,2.791,73.5,61.0,1816,1331489,1298807,2630296,11.1111,730591,1899705,3.12,7.81,Flawed democracy,19.7,Mokgweetsi Masisi,President,-1.1355134645678855,-1.2412885129053413
Brazil,Federative Republic of Brazil,Brazilian real,Brasília,Tropical,Americas,Brazilian,-1.2167153849738512,-1.26910933198359,2.2293382572155744,2.253239023560613,2.15959437714864,2.097036536594738,1.9473889902962596,0.6659823422567851,0.3554843045920528,2.083225254999904,0.0519351909864421,-0.2322147513417561,-0.2745102046808947,0.4450759555533779,-0.2729492429231595,0.599448576993896,0.451918071143371,4.72241,61.8485,13.6662,2.60357,5.04425,12.1184,11.8701,59.1075,50.05,414139.0,449214.0,191103.0,-12454.9,1.74176,10.3129,700.713,2.09,0.24,6.9,762000.0,5600.0,1.19081,12.883,8.326,1.641,80.69,73.0,20376,109580471,105733027,215313498,17.7388,26795765,188517733,2.38,6.97,Flawed democracy,29.2,Jair Bolsonaro,President,0.9286385603269064,0.9646372842248423
Brunei,Brunei Darussalam,Brunei dollar,Bandar Seri Begawan,Tropical,Asia,Bruneian,-0.6078454307541081,1.552114945772723,-0.7612938085230999,-0.722916495949989,-0.7847427742859384,-0.7907060331677237,-0.8459441524669294,-0.12932866391473954,-0.0441960328296896,-0.6602928960168536,-0.850087020660421,-1.1914498079972855,-0.1425322358618739,-0.0046268490755385,-1.1442088963948711,0.6272922884062033,-0.8645426710629343,0.0,0.0,98.9524,0.0,1.0,0.047619,-357.394,99.9952,0.01,9588.0,1538.87,137.896,-902.126,13.9375,2.39378,650.478,2.85,,2.7,8000.0,,3.26223,13.8,5.211,1.778,98.08,75.0,-192,216797,232205,449002,9.09091,94946,354056,1.52,0.0,Unknown,28.2,Hassanal Bolkiah,Sultan and Prime Minister,1.0698592359007444,0.8414131581111715
Bulgaria,Republic of Bulgaria,Bulgarian lev,Sofia,Tropical,Europe,Bulgarian,1.0088092752776234,0.061133942452795,-0.4760085816558876,-0.3748566231690718,-0.5450231631069974,-0.5398241913711922,-0.2780986705340732,-0.7158495091900844,0.69838222045593,-0.3269071009512955,1.0260388044432809,-1.1401989151164291,0.6416482454617141,-0.5624734193880252,-1.127148437205464,0.6169395420175408,2.28163743902306,46.2066,11.6142,3.82422,33.8121,0.373395,6.37438,36.5508,71.0459,21.08,34138.1,6980.5,4328.73,-7702.91,1.18594,8.52064,856.705,7.45,0.03,9.7,37000.0,,1.59489,8.5,21.7,1.58,75.2714,72.0,-8716,3329964,3135133,6465097,24.1667,1528155,4936942,2.23,7.03,Flawed democracy,40.7,Boyko Borisov,Prime Minister,0.5151652611708316,0.5998040506897099
Burkina Faso,Burkina Faso,West African CFA franc,Ouagadougou,Tropical,Africa,Burkinabe,-0.2509216644873622,-0.3878231626694849,-0.0738343981987718,-0.1446595527394724,-0.1619916534838737,-0.1392468911977983,-0.4297208888965597,-0.1282278165466401,-0.8001097074961618,-0.6501423513691471,0.8592459244363376,1.6863697283441452,-0.0434978978854781,-0.4085229021257788,1.7407914713483092,-2.0302900618959216,-0.4466543981204166,,,,,,,,,68.0,5456.7,15408.3,10060.7,2087.93,0.0,6.71933,54.177,0.4,0.08,7.5,11000.0,1882000.0,2.89113,35.541,8.958,4.772,21.5798,59.0,-13097,11374607,11299155,22673762,16.9014,15446047,7227715,3.19,4.75,Hybrid regime,12.9,Roch Marc Christian Kaboré,President,3.0860357829184646,4.013431169982279
Burundi,Republic of Burundi,Burundi franc,Bujumbura,Tropical,Africa,Burundian,-0.9437736813581044,0.144274147105069,-0.6468305924985803,-0.7328599314274422,-0.7373744204843876,-0.7456028023473955,-0.6412196737599779,2.3471098272657307,-0.5942328352409683,-0.7229906968951654,1.5860864652993645,1.7267299909497145,-0.3790521015851048,-1.2360318273840374,1.757460213296779,-2.0302900618959216,-0.4466543981204166,,,,,,,,,83.25,713.466,1258.19,1636.39,-293.618,0.0,6.50142,16.4202,0.79,0.14,6.2,51000.0,8500.0,1.9228,34.842,7.474,5.078,5.80492,62.0,-14415,6488650,6400926,12889576,38.2114,11031286,1858290,1.48,2.33,Authoritarian,11.9,Pierre Nkurunziza,President,0.8600016949255204,0.9804933244364872
Cabo Verde,Republic of Cabo Verde,Cabo Verde escudo,Praia,Tropical,Africa,Cape Verdian,-0.1249485705108636,-0.7536400631394907,-0.7575758510210161,-0.7560361811971297,-0.7876206164571252,-0.7944156046446816,-0.887449025411538,-0.12932866391473954,-0.2204464001860537,-0.7264858181626084,-1.1433724239071,-0.3732321807599722,0.2321852166780151,1.2634235304959012,-0.4038766691222584,0.3954632385248842,-0.4466543981204166,,,,,,,,0.0,23.24,620.6,93.2076,59.4756,460.313,1.01686,6.01976,176.024,2.1,0.24,12.9,1000.0,,0.535772,16.951,6.028,1.896,69.7623,74.0,-1274,298239,294911,593149,38.8889,192507,400642,3.95,7.88,Flawed democracy,22.9,,,1.1171092564432537,0.9223803986118172
Cambodia,Kingdom of Cambodia,Cambodian riel,Phnom Penh,Tropical,Asia,Cambodian,-0.2509216644873622,1.39137721688918,-0.4339548550317078,0.038829329296985,-0.3872988454022744,-0.3765212820431535,-0.3585383538269625,-0.12932866391473954,-0.7750749614390129,-0.5991283890213934,-0.5823659980659508,0.2134230513252595,0.0231159546873462,-1.3672781286464182,0.317821731462324,-0.2784850222574608,-0.4606911089057969,48.3966,45.4856,0.0,0.0,5.18535,0.932454,33.1163,30.6291,51.41,18652.8,17836.4,4784.59,3983.04,0.687841,7.50527,115.765,0.9,0.07,4.9,191000.0,,2.31636,19.334,6.838,2.344,60.1524,70.0,-24262,8468316,8299527,16767842,20.8,12556766,4211076,1.7,3.59,Authoritarian,22.7,Hun Sen,Prime Minister,0.9522392781661411,1.5469408084578686
Cameroon,Republic of Cameroon,Central African CFA franc,Yaoundé,Tropical,Africa,Cameroonian,-0.5448588837658589,-0.1550305896431175,-0.2094605003708234,1.2547234387620794,0.3001108906330684,0.3218161149816324,-0.2059291819609009,0.4938585675503794,-1.3002455604184864,-0.5328519809380887,-0.4367013978643503,1.248984750855252,-0.7753057080327004,-0.6423364949664997,1.2305048513611858,-1.1613154705506543,-0.3045461045276991,0.0,74.9926,5.9929,0.0,17.8899,1.12459,-28.3198,38.3179,78.94,9928.4,17797.7,62399.5,1385.67,1.91662,3.76583,58.0053,1.3,0.56,9.0,34000.0,987000.0,1.02409,34.938,8.582,4.463,45.6022,60.0,-9889,13992014,13922522,27914536,33.8889,11519492,16395044,1.81,3.28,Authoritarian,13.6,Paul Biya,President,-0.6398970479544018,-1.7755169757887328
Canada,Canada,Canadian dollar,Ottawa,Tropical,Americas,Canadian,1.7226568078111155,-1.8135737472001696,2.2293382572155744,2.253239023560613,2.15959437714864,2.097036536594738,1.9473889902962596,0.0940370273286801,-0.4227468801473687,2.083225254999904,-0.347251041812322,-0.9975766672125252,-0.428169645585137,-0.4017514692837137,-1.0072295290807147,0.6272922884062033,1.543869382300851,9.83645,56.7442,10.016,15.5466,1.21478,6.26726,-72.5282,74.0891,23.85,516874.0,100143.0,47080.3,-112199.0,0.892721,11.6788,6086.08,2.52,,11.8,72000.0,,1.31515,9.6,7.8,1.43,92.834,83.0,195181,19583244,19346659,38929902,30.4734,7103929,31825973,4.98,9.15,Full democracy,36.4,Justin Trudeau,Prime Minister,0.9286385603269064,0.9646372842248423
Central African Republic,Central African Republic,Central African CFA franc,Bangui,Tropical,Africa,Central African,-0.5028678524403594,-0.0053782212690242,-0.4741382676685589,1.449163376232205,0.6488635866526199,0.7061862077178879,-0.7459990573717578,-0.12932866391473954,-1.3330414888329254,-0.7261734370055504,-0.5437785273140787,1.9582554937228147,-1.1624783815673905,-0.1719210722324427,1.999794188996824,-2.0302900618959216,-0.4466543981204166,,,,,,,,,90.45,236.6,10108.5,10628.6,-203.229,0.0,9.40207,41.9605,1.0,0.58,12.3,10000.0,516000.0,1.85868,42.68,11.393,5.978,10.5826,54.0,-85860,2790791,2788352,5579144,12.8571,3173417,2405727,1.65,1.52,Authoritarian,10.8,Faustin-Archange Touadéra,President,-1.0563772687978843,-1.1191465385686985
Chad,Republic of Chad,Central African CFA franc,N'Djamena,Tropical,Africa,Chadian,-0.1669396018363631,-0.0386343031299338,2.0852447335372526,-0.3332439996085864,2.1254287045175237,2.097036536594738,-0.6230912404602738,-0.12932866391473954,-0.0441960328296896,-0.6786183357525841,-0.5107680071728147,1.8658437736124944,-0.1425322358618739,-1.157961189910815,1.8904563397636869,-2.0302900618959216,-0.4466543981204166,,,,,,,,,73.74,1568.4,59438.9,27724.6,-70.9411,0.0,5.40749,34.8013,0.4,0.21,6.4,45000.0,300000.0,2.79414,43.357,12.504,6.255,17.8689,53.0,9016,8827313,8896002,17723315,25.8883,13458554,4264761,2.13,1.61,Authoritarian,11.2,Idriss Déby,President,-0.2971294155284854,-0.3192853913707878
Chile,Republic of Chile,Chilean peso,Santiago,Tropical,Americas,Chilean,-2.056536011483842,-1.535157986870867,0.1283295409770359,1.0437078062403609,0.9286455458630344,0.9524236018373466,0.1589939032344834,-1.2257998719820595,0.2318233471386616,0.649788984984979,0.43282915469199,-0.5296042183102158,0.4929732180462322,0.1110849886079868,-0.539013701800005,0.6272922884062033,-0.1679014056538743,37.1443,31.6779,15.0649,0.0,4.1864,11.9265,65.2365,74.6472,26.73,84827.8,11795.5,6599.43,7591.47,0.65996,9.09628,1478.83,2.06,0.2,9.0,122000.0,,1.96336,11.788,7.426,1.537,90.1934,79.0,113709,9874202,9729531,19603733,35.4839,2369699,17234034,3.05,7.97,Flawed democracy,31.3,Sebastián Piñera,President,0.1669361226745787,0.6997169026219785
