country,country_long,currency,capital_city,region,continent,demonym,latitude,longitude,agricultural_land,forest_area,land_area,rural_land,urban_land,central_government_debt_pct_gdp,expense_pct_gdp,gdp,inflation,self_employed_pct,tax_revenue_pct_gdp,unemployment_pct,vulnerable_employment_pct,electricity_access_pct,alternative_nuclear_energy_pct,electricty_production_coal_pct,electricty_production_hydroelectric_pct,electricty_production_gas_pct,electricty_production_nuclear_pct,electricty_production_oil_pct,electricty_production_renewable_pct,energy_imports_pct,fossil_energy_consumption_pct,renewable_energy_consumption_pct,co2_emissions,methane_emissions,nitrous_oxide_emissions,greenhouse_other_emissions,urban_population_under_5m,health_expenditure_pct_gdp,health_expenditure_capita,hospital_beds,hiv_incidence,suicide_rate,armed_forces,internally_displaced_persons,military_expenditure_pct_gdp,birth_rate,death_rate,fertility_rate,internet_pct,life_expectancy,net_migration,population_female,population_male,population,women_parliament_seats_pct,rural_population,urban_population,press,democracy_score,democracy_type,median_age,political_leader,title
Niger,Republic of Niger,West African CFA franc,Niamey,Western Africa,Africa,Nigerien,-0.12494857051086361,-0.2215427533649368,1.8902206533723247,-0.6535918466517232,2.142835007972282,2.07980530239201,-0.5145483534282347,0.022609222639885514,-1.6752775434188056,-0.6718146263228522,-0.7875261715280618,2.07917034716969,-0.6995085210029682,-1.3915168879540427,2.1227976277250575,-2.0302900618959216,-1.1305118001499397,41.6196,0.0,0.0,0.0,57.6271,0.753296,-5.80974,24.0604,81.91,2197.95,28579.4,13245.9,431.526,0.0,6.2007,35.0071,0.39,0.04,5.3,10000.0,372000.0,1.84167,45.293,8.141,6.82,22.3861,62.0,-4405,12914594,13293383,26207977,25.9036,21780401,4427576,2.67,3.76,Authoritarian,10.5,Mahamadou Issoufou,President
Nigeria,Federal Republic of Nigeria,Nigerian naira,Abuja,Western Africa,Africa,Nigerian,-0.3768947584638608,-0.2215427533649368,2.2309138905091728,1.3821868678348521,1.3167782628186324,1.3370437458567095,1.9473889902962593,0.022609222639885514,-0.02461635861206387,1.4742632191981482,1.7291376942322547,1.5230771923276771,-0.12071855825773121,-0.2720518300849943,1.5348876432119636,-1.4691388552979507,-1.0690061460370552,0.0,18.1951,81.8049,0.0,0.0,0.0,-93.0272,18.8768,82.51,111978.0,151060.0,41196.3,38585.8,2.71775,3.38063,69.7618,0.5,0.34,3.5,223000.0,3646000.0,0.970249,37.117,13.083,5.237,55.3637,53.0,-76364,108093075,110448136,218541212,3.61111,101575770,116965442,2.14,4.44,Hybrid regime,13.2,Muhammadu Buhari,President
North Macedonia,Republic of North Macedonia,Macedonian denar,Skopje,Southern Europe,Europe,Macedonian,0.9598197385912374,0.011249819661430564,-0.689515387459794,-0.6613407116247365,-0.7384420070962795,-0.7467428419837766,-0.696683487909383,0.022609222639885514,0.5914866268702118,-0.6736971247501937,0.9300385916555282,-0.9074127386237794,0.2783546540266601,1.7240098380496012,-0.9082214548888161,0.6272922884062033,0.16204493952012824,58.3599,33.0322,3.24123,0.0,2.46192,2.90471,51.771,79.4259,20.26,6796.7,2369.77,546.643,-1436.73,0.0,7.88948,452.966,4.28,0.12,9.4,16000.0,110.0,1.54104,10.2,15.5,1.6,83.0182,75.0,-486,1032057,1025621,2057679,41.6667,841220,1216459,2.47,5.87,Hybrid regime,34.5,Oliver Spasovski,President
Norway,Kingdom of Norway,Norwegian krone,Oslo,Northern Europe,Europe,Norwegian,1.8066388704621146,-0.1882866715040272,-0.7052230124126829,0.44620007074936263,0.048473763688768996,-0.06090558143200222,-0.3082899349386183,-1.4780984389694056,0.9560820299656615,1.946073360098481,-0.5228122221790584,-1.3910021433155546,1.6391340956966425,-0.8267513709078057,-1.2766320734936412,0.6272922884062033,1.8959949330470964,0.104918,95.8255,1.80514,0.0,0.0201498,1.88435,-581.347,56.9516,61.29,36177.4,4342.76,3522.99,-3686.01,2.89411,10.0863,9020.63,3.53,0.01,11.8,23000.0,73000.0,1.84136,10.4,7.8,1.55,99.0,83.0,10604,2703524,2753603,5457127,44.9704,891476,4565651,10.0,9.87,Full democracy,35.6,Erna Solberg,Prime Minister
Oman,Sultanate of Oman,Omani rial,Muscat,Western Asia,Asia,Omani,0.085006586116634,0.5932312522273491,-0.6783093122745935,-0.7603183183168538,-0.07867348094709398,-0.05370993091617267,-0.45909464663398675,0.022609222639885514,-0.02461635861206387,-0.2054857280759054,-1.030979007005169,-1.429859496243254,-0.12071855825773121,-1.0075106035157027,-1.3214331417196605,0.6272922884062033,-1.1333038826985675,0.0,0.0,97.3655,0.0,2.63447,0.0,-206.195,99.9632,0.05,71041.5,19838.9,1031.91,-16105.8,5.06208,5.32572,844.617,1.47,0.05,4.9,47000.0,73000.0,7.34438,18.419,3.796,2.623,96.3801,73.0,-20664,1790804,2785494,4576298,2.32558,560597,4015701,1.8,3.04,Authoritarian,24.9,Haitham bin Tariq,Sultan and Prime Minister
Pakistan,Islamic Republic of Pakistan,Pakistani rupee,Islamabad,Southern Asia,Asia,Pakistani,0.46292586804612973,0.8093957843232616,1.3283520382366383,-0.39141250268563643,0.9921158907804676,1.1906447888032057,1.9473889902962593,0.7114275833474586,-1.162727457210199,1.007213738527353,1.9058603756787866,0.566840394152157,-1.1456860873425367,-0.1317706720776809,0.6211258054827431,0.36448264495681165,-0.18870832225220785,0.137109,30.6726,25.725,4.75754,37.225,0.757706,24.1232,61.5854,46.6,184111.0,169428.0,68971.8,10236.2,0.209824,2.9539,38.1771,0.63,0.12,8.9,943000.0,21000.0,3.83327,27.519,7.168,3.47,21.0372,66.0,-471395,116863982,118960880,235824862,20.4678,146845783,88979079,1.71,4.17,Hybrid regime,16.5,Imran Khan,Prime Minister
Palau,Republic of Palau,U.S. dollar,Ngerulmud,Micronesia,Oceania,Palauan,-0.48187233677760954,1.8554034841046847,-0.7610833596348145,-0.7564632059770002,-0.7959060169015906,-0.8030651552831568,-0.9036984122049928,1.5883152545252923,2.4810663181066905,-0.7354991081755351,0.6112595850918021,-0.2589999547409623,0.4420817150095563,-0.3035347769965593,-0.2452031355773894,0.6272922884062033,-0.31903080864313427,0.9383655,11.6907,14.80275,0.0,1.708655,1.89142,22.498649999999998,0.0,0.88,158.2,19.5263,0.0,228.268,2.77509,18.3906,2640.1,4.8,0.12,7.5,30500.0,73000.0,1.59489,13.4,10.2,0.85,26.9703,69.0,3,8679,9376,18055,6.25,3258,14797,0.0,0.0,Unknown,31.7,Thomas Remengesau Jr.,President
Panama,Republic of Panama,Panamanian balboa,Panama City,Central America,Americas,Panamanian,-0.41888578978936025,-1.6848103552449603,-0.6376133858530227,-0.3430685418758668,-0.6248136581436127,-0.6255218642250675,-0.5867772970317429,0.022609222639885514,-0.8010540461673968,-0.3821326192486731,-1.0231231355907153,0.1206154491543077,-1.321420468488843,0.3764540423518678,0.15353012067755042,0.38147150178060657,0.9414966323475418,6.91531,60.7712,0.0,0.0,27.7584,4.55517,80.9045,80.7127,28.43,9582.7,5047.34,1253.66,170.237,3.26427,9.66292,1214.55,2.25,0.12,2.9,28000.0,73000.0,0.974136,17.692,6.067,2.325,67.5097,76.0,5473,2204170,2204410,4408581,22.5352,1360444,3048137,2.63,7.05,Flawed democracy,25.1,Laurentino Cortizo,President
Papua New Guinea,The Independent State of Papua New Guinea,Papua New Guinea kina,Port Moresby,Melanesia,Oceania,Papua New Guinean,-1.0487512596718531,1.8554034841046847,-0.6936124646615126,2.2532390235606132,0.25404220748947287,0.31765263973377555,-0.7816655355199311,-0.38772354193467046,-0.6437951252023894,-0.5946446944814394,-0.7432258729755206,1.424457385324951,-0.6803242387527503,-0.9162743083842285,1.4134561285809366,-2.0302900618959216,-0.31903080864313427,0.9383655,11.6907,14.80275,0.0,1.708655,1.89142,22.498649999999998,66.4043,53.48,5491.5,10854.7,1704.48,-1266.99,4.76855,2.52694,63.9264,4.0242,0.43,3.0,4000.0,91000.0,0.375261,25.514,6.683,3.215,32.0542,65.0,10695,4910305,5232314,10142619,1.73913,8765048,1377571,3.17,6.03,Flawed democracy,18.0,James Marape,Prime Minister
Paraguay,Republic of Paraguay,Paraguayan guarani,Asunción,South America,Americas,Paraguayan,-1.762598792205345,-1.3189934547749544,0.19517445924630572,0.8348124359667242,0.12509631149661815,0.15817575780551676,-0.5125031003846814,0.022609222639885514,-1.043242972978428,-0.543292082400387,0.1659449353881237,0.16950789405515443,-1.0290449822365482,-0.031110909843425603,0.12311413184761759,0.6272922884062033,1.8959949330470964,0.0,99.9982,0.0,0.0,0.00179392,0.0,-36.9396,33.7033,61.44,7575.7,30106.5,11255.8,2541.53,0.0,7.57704,405.625,0.83,0.13,6.0,29000.0,73000.0,0.97396,20.627,7.638,2.469,77.0184,70.0,-8230,3378612,3402132,6780744,17.5,2521216,4259528,2.41,6.24,Flawed democracy,21.9,Mario Abdo Benítez,President
Peru,Republic of Peru,Peruvian new sol,Lima,South America,Americas,Peruvian,-1.2167153849738512,-1.618298191523141,0.6315814658493648,2.2532390235606132,2.1595943771486397,2.097036536594738,0.12278578975995029,-1.1795607121838174,-0.4306531062305031,0.3871192196602878,-0.08051667818549227,0.5567907485764229,0.027336599962781264,-0.7218082145359225,0.5587417238692735,0.3995318678556283,0.5492735044221916,0.839361,49.1409,45.027,0.0,1.40308,3.58956,-14.8996,79.5557,31.62,46578.9,31679.8,10200.5,-112.878,0.391035,6.30416,388.546,1.59,0.17,2.8,158000.0,73000.0,1.11516,17.622,7.988,2.192,71.1078,72.0,68012,17192503,16857086,34049588,40.0,7249838,26799750,2.59,6.6,Flawed democracy,24.4,Martín Vizcarra,President
Philippines,Republic of the Philippines,Philippine peso,Manila,South-Eastern Asia,Asia,Filipino,-0.2509216644873622,1.6740539127069118,-0.04007174713737271,-0.048337227741214614,-0.10496860336608325,-0.11933504047889347,1.9473889902962593,-0.7072560988727228,-0.8126458962183594,1.135728409762668,-0.5129941041799252,-0.1585379680423797,-0.30386406012336736,-1.0265717074281469,-0.13192579026783455,0.49736532122848887,-0.45244092827265925,44.5148,10.5141,22.9066,0.0,7.14208,14.8993,45.768,62.4349,29.06,133471.0,65722.0,14455.8,4267.34,5.93585,5.60675,193.79,0.99,0.19,2.2,155000.0,102000.0,1.03785,21.813,7.311,2.748,52.6757,69.0,-80125,56879731,58679278,115559009,27.3312,60117263,55441746,1.78,6.71,Flawed democracy,20.8,Rodrigo Duterte,President
Poland,Republic of Poland,Polish zloty,Warsaw,Eastern Europe,Europe,Polish,1.3867285572071193,-0.02200626219947906,0.06155852900525802,0.17898758088595995,-0.08649471329943235,-0.09245088602130357,1.9473889902962593,0.32838140784562286,0.9557936754867818,2.0843608725698335,0.9687327172902612,-0.8050358042164057,0.5450111596197049,-0.9486139341233191,-0.8191854239850722,0.6272922884062033,-0.8655325212127565,80.9062,1.11476,3.88643,0.0,1.28878,12.6876,28.5464,90.2914,16.14,279224.0,29540.4,22864.4,12110.3,1.05831,6.59315,1183.05,6.54,0.12,11.3,189000.0,73000.0,2.12041,8.8,13.8,1.33,85.3749,76.0,-2968,19377247,18184352,37561599,28.2609,14974307,22587292,2.71,6.67,Flawed democracy,36.3,Mateusz Morawiecki,Prime Minister
Portugal,Portuguese Republic,Euro,Lisbon,Southern Europe,Europe,Portuguese,0.8618406656383752,-0.4875914082522138,-0.5409519538944763,-0.4324207524277433,-0.5843716206127795,-0.5913597608196349,0.3330425590396526,-1.7005565149059374,1.4631533810755544,0.4302476522650404,-0.1667556943132233,-0.9903146548327505,1.0359414583192625,-0.2677684359473665,-1.042001568559413,0.6272922884062033,0.7511948790310918,28.7182,16.8873,20.5963,0.0,2.55845,30.639,76.8606,77.0241,31.21,38973.5,11383.2,3092.14,1697.16,0.806068,11.2108,2720.29,3.45,0.07,11.5,52000.0,73000.0,2.07276,7.7,12.1,1.38,82.309,81.0,27295,5481814,4897193,10379007,36.9565,3385528,6993479,6.19,7.84,Flawed democracy,41.4,António Costa,Prime Minister
Qatar,State of Qatar,Qatari riyal,Doha,Western Asia,Asia,Qatari,0.27396622708138185,0.49762001687723384,-0.7571171612881509,-0.7605660125047139,-0.7703071466207916,-0.7785207185431914,-0.7035847305556169,0.022609222639885514,-0.02461635861206387,0.3624082439941265,-0.6551502628952869,-1.5486980871344769,-0.12071855825773121,-1.4855373892749748,-1.4113213639219306,0.6272922884062033,-1.1333038826985675,0.0,0.0,100.0,0.0,0.0,0.0,-398.991,99.995,0.06,87578.3,30708.4,602.919,-13100.1,5.86989,4.18304,2188.38,1.25,0.07,5.8,22000.0,73000.0,4.80681,9.816,1.311,1.801,100.0,79.0,-30801,740889,1954233,2695122,4.44444,18381,2676741,1.84,3.19,Authoritarian,29.6,Sheikh Tamim bin Hamad Al Thani,Emir
Romania,Romania,New Romanian leu,Bucharest,Eastern Europe,Europe,Romanian,1.1347823692541221,0.061133942452795,0.01205217948449165,-0.07405184754809166,-0.2629946303306887,-0.24609404723784226,0.6183315766031986,0.03625403765931,0.8992185267305914,0.6586343064869435,0.8596042668791368,-0.9702728121125461,-0.16084331250208395,-0.34165698482144746,-0.8911183190522385,0.6272922884062033,1.8959949330470964,27.6387,25.2313,14.238,17.9074,0.719032,14.5156,16.7755,72.5237,24.06,68664.0,16459.0,9151.86,-5670.82,0.246959,6.27236,809.589,6.89,0.04,9.7,126000.0,73000.0,1.95392,9.3,17.5,1.8,83.5904,73.0,-12724,9787040,9169625,18956666,19.0909,8627368,10329298,3.05,6.38,Flawed democracy,37.4,Klaus Iohannis,President
Russia,Russian Federation,Russian ruble,Moscow,Eastern Europe,Europe,Russian,1.7226568078111155,1.308237012236906,2.2309138905091728,2.2532390235606132,2.1595943771486397,2.097036536594738,1.9473889902962593,-1.7005565149059374,0.29410665280161247,2.0843608725698335,-0.36267568817987006,-1.3105069333869916,-0.719060766818578,-0.4950024949485259,-1.2164576780402063,0.6272922884062033,0.7774959855331759,14.8217,15.7648,49.7126,17.0151,0.946958,0.0910266,-83.6705,92.1429,3.72,1618270.0,617227.0,69231.1,-102409.0,0.697416,7.59624,773.878,7.12,0.12,25.1,1454000.0,7500.0,4.08007,9.6,16.7,1.493,88.2138,69.0,320617,76884903,66670833,143555736,16.2222,35708054,107847682,1.55,2.94,Authoritarian,35.0,Vladimir Putin,President
Rwanda,Republic of Rwanda,Rwandan franc,Kigali,Eastern Africa,Africa,Rwandan,-0.880787134369855,0.14427414710506906,-0.658235341101673,-0.7332205741649663,-0.7397184693496285,-0.7500049187712665,-0.4573882872633478,-0.40299527383294315,-0.5825582457043109,-0.6748562621582221,1.5298147516832294,0.9794197079065521,-0.14553937330509242,1.2802502053913523,1.0738415371675116,-2.028166454792948,-0.31903080864313427,0.9383655,11.6907,14.80275,0.0,1.708655,1.89142,22.498649999999998,66.4043,81.39,1382.0,2680.92,2006.21,-173.087,0.0,7.31562,57.4953,1.6,0.34,5.6,35000.0,73000.0,1.54532,29.976,6.28,3.821,30.4618,66.0,-6112,7035658,6741039,13776698,61.25,11335329,2441369,1.49,3.35,Authoritarian,15.2,Paul Kagame,President
Samoa,Samoa,Samoan tala,Apia,Polynesia,Oceania,Samoan,-1.3671832470835878,-1.8135737472001696,-0.7585164269602378,-0.7445481247641813,-0.7905216670329184,-0.7973931327827247,-0.8912754619814077,0.022609222639885514,0.7198332054195515,-0.7326527983393494,0.3718655017609003,-0.38455158632012226,1.5183082413151485,0.702848675639113,-0.3609248571617027,0.539293944102572,-0.31903080864313427,0.9383655,11.6907,14.80275,0.0,1.708655,1.89142,22.498649999999998,0.0,37.57,206.5,267.324,50.4944,130.061,1.38843,5.32614,202.434,1.0,0.12,12.6,30500.0,73000.0,1.59489,27.254,5.343,3.93,78.2457,73.0,-882,109007,113375,222382,12.963,183207,39175,4.28,0.0,Unknown,16.7,Tuilaepa Aiono Sailele Malielegaoi,Prime Minister
San Marino,Republic of San Marino,Euro,City of San Marino,Southern Europe,Europe,Sammarinese,1.0410023990138995,-0.14810223936628164,-0.7611971673348623,-0.7604669348295698,-0.7968343530858444,-0.8041453901784339,-0.8986089129706681,1.5883152545252923,1.584050802253836,-0.7279154875737,-1.3349310029720272,-0.2589999547409623,0.22566896170914807,-0.3035347769965593,-0.2452031355773894,0.6272922884062033,-0.31903080864313427,0.9383655,11.6907,14.80275,0.0,1.708655,1.89142,22.498649999999998,66.4043,23.555,11693.8,9584.81,3522.99,150.149,0.0,8.69089,3937.66,3.8,0.12,7.5,30500.0,73000.0,1.59489,6.2,9.1,1.26,74.8623,72.0,41,17281,16380,33660,33.3333,763,32897,0.0,0.0,Unknown,42.7,Alessandro Mancini,Captain Regent
São Tomé and Principe,Democratic Republic of São Tomé and Principe,São Tomé and Principe dobra,São Tomé,Middle Africa,Africa,Sao Tomean,-0.7548140403933564,-0.23817079429539162,-0.7588242767888669,-0.7554238811647396,-0.7947455966712732,-0.8018192686958681,-0.9021059389449622,0.022609222639885514,-0.02461635861206387,-0.7339760673814784,1.5842757007527561,0.7973081808005471,-0.12071855825773121,1.7747680585804917,0.8148576214308234,-0.4881591948670424,-0.31903080864313427,0.9383655,11.6907,14.80275,0.0,1.708655,1.89142,22.498649999999998,0.0,40.75,141.1,11.5961,17.4342,73.815,1.55447,4.90671,106.924,2.9,0.05,1.5,1000.0,73000.0,1.59489,28.263,6.387,3.823,51.2041,68.0,-792,113972,113407,227380,14.5455,55128,172252,0.0,0.0,Unknown,14.6,Evaristo Carvalho,President
Saudi Arabia,Kingdom of Saudi Arabia,Saudi Arabian riyal,Riyadh,Western Asia,Asia,Saudi Arabian,0.2529707114186321,0.3936947610618913,2.2309138905091728,-0.6637671238890134,2.1595943771486397,2.097036536594738,1.4007003207926576,0.022609222639885514,0.5614689256188385,2.0843608725698335,-1.0891183077865025,-1.3035966530850491,-1.289426036477996,-0.29903721315205,-1.2961233499544842,0.6272922884062033,-1.1332944464415984,0.0,0.0,55.8037,0.0,20.4063,0.000295564,-191.524,99.928,0.06,513556.0,102631.0,8249.2,98710.6,2.52384,5.53687,1291.13,2.24,0.12,6.0,252000.0,73000.0,6.59448,17.473,2.864,2.427,100.0,77.0,-153883,15429586,20979233,36408820,19.8675,5559991,30848829,1.19,1.93,Authoritarian,26.2,Salman,King
Senegal,Republic of Senegal,West African CFA franc,Dakar,Western Africa,Africa,Senegalese,-0.20893063316186267,-0.5873596538349426,-0.2561356656780048,0.03880852298520488,-0.3501421896275155,-0.33217238068580734,-0.43950124138680713,0.022609222639885514,-0.7727280245254508,-0.6083014911904929,0.1541112114673591,0.9844521904852543,0.26303398921305987,-0.7704247379979989,1.0089755888456213,-1.0304256979587945,-0.9905144328737637,0.0,8.64728,4.17193,0.0,83.6157,1.76991,52.6925,53.9091,38.64,10680.2,11762.8,6023.25,2962.71,4.81548,5.15119,76.78,0.3,0.1,6.0,19000.0,8400.0,1.75791,32.573,5.922,4.387,58.0548,67.0,-10091,8800406,8516043,17316449,44.2424,8816497,8499952,3.03,6.15,Flawed democracy,14.0,Macky Sall,President
Serbia,Republic of Serbia,New Serbian dinar,Belgrade,Southern Europe,Europe,Serbian,1.050800306603123,-0.005378221269024249,-0.5619369557062789,-0.4908121802738673,-0.593992896826386,-0.623485524261276,-0.21446692431712913,0.022609222639885514,1.1480107711079672,-0.442431382527606,0.5473660822643426,-0.6847081499868272,0.7816786346332897,0.5229461218587418,-0.6809619441168621,0.6272922884062033,0.19145242058547615,72.4298,26.8121,0.579864,0.0,0.074478,0.0930975,28.7815,83.8713,26.01,46324.3,11734.8,4373.7,150.149,0.0,8.73162,672.327,5.61,0.02,11.4,32000.0,195000.0,2.0865,9.1,20.0,1.48,81.1659,73.0,243,3519916,3240171,6760087,36.5546,2915423,3844664,2.51,6.41,Flawed democracy,39.0,Ana Brnabić,Prime Minister
Seychelles,Republic of Seychelles,Seychelles rupee,Victoria,Eastern Africa,Africa,Seychellois,-0.9892639651540921,0.5710605308758889,-0.7612398452223802,-0.7572270948523606,-0.7959060169015906,-0.8030792164193875,-0.9011792133871173,0.4653221945527147,0.7267248774647755,-0.7291518236257231,-0.09030209207488107,-0.2589999547409623,2.3742772132024013,-0.3035347769965593,-0.2452031355773894,0.6272922884062033,-0.31903080864313427,0.9383655,11.6907,14.80275,0.0,1.708655,1.89142,22.498649999999998,0.0,1.75,598.7,94.6962,4.03916,80.3074,13.2625,6.38917,726.908,3.6,0.12,8.1,0.0,73000.0,1.46861,16.8,9.3,2.46,81.5931,73.0,146,47382,52679,100060,22.8571,41629,58431,2.66,0.0,Unknown,28.8,Danny Faure,President
Sierra Leone,Republic of Sierra Leone,Sierra Leonean leone,Freetown,Western Africa,Africa,Sierra Leonean,-0.43988130545211,-0.5457895515088056,-0.536614742445657,-0.5094159953356586,-0.6294553390648817,-0.6296562072846011,-0.6930231389667563,0.022609222639885514,-0.02461635861206387,-0.7181211238002921,2.072286211203936,1.9209497076785587,-0.12071855825773121,-0.7273766269148387,1.8898170767762916,-2.0302900618959216,-0.31903080864313427,0.9383655,11.6907,14.80275,0.0,1.708655,1.89142,22.498649999999998,66.4043,71.17,1048.0,3591.09,1129.53,-182.332,1.18717,8.75637,43.2068,0.4,0.5,6.7,9000.0,3000.0,0.609066,31.36,9.113,3.978,18.0,60.0,-1544,4293526,4312192,8605718,12.3288,4833746,3771972,2.58,4.66,Hybrid regime,15.1,Julius Maada Bio,President
Singapore,Republic of Singapore,Singapore dollar,Singapore,South-Eastern Asia,Asia,Singaporean,-0.7394173291872802,1.3714235677726343,-0.7612904896489014,-0.7590233731027216,-0.7953072400627468,-0.803722578949364,-0.7701651490020677,1.5883152545252923,-1.0399749555511253,1.4251885922989145,-0.46137324885138226,-1.0825653457560385,-0.4720066838909694,-0.9152034598498215,-1.0955195375161704,0.6272922884062033,-1.0881398671874758,1.19607,0.0,95.0293,0.0,0.698205,1.82089,97.682,90.5789,0.92,43705.0,4347.65,10311.5,2728.24,0.656567,6.05388,3537.0,2.49,0.01,11.2,59000.0,73000.0,2.97823,8.6,5.8,1.12,91.0994,83.0,19321,2689047,2947974,5637022,29.1262,0,5637022,1.52,6.38,Flawed democracy,38.3,Lee Hsien Loong,Prime Minister
Slovak Republic,Slovak Republic,Euro,Bratislava,Eastern Europe,Europe,Slovak,1.246758452508847,-0.030320282664706467,-0.6541780965949712,-0.5697523179448596,-0.685387594166174,-0.6904317785644537,-0.36845545288698234,1.471808999961454,1.5012065604717082,-0.2017716721380753,0.6837938579675873,-0.9962126937758262,0.559027226337824,-0.2007333176934899,-0.9681124226637667,0.6272922884062033,1.8959949330470964,12.5113,14.5164,6.02283,56.8714,1.44187,8.16311,60.6511,64.0915,17.64,29035.8,4410.3,2031.69,-4627.24,0.0,7.23213,1393.62,5.7,0.02,12.1,16000.0,73000.0,1.70582,10.4,13.5,1.64,88.9256,75.0,1746,2777654,2654098,5431752,21.3333,2503549,2928203,3.32,7.1,Flawed democracy,36.0,,
Slovenia,Republic of Slovenia,Euro,Ljubljana,Southern Europe,Europe,Slovene,1.1396813226288236,-0.10819494113319013,-0.7265888147888452,-0.6379246938812004,-0.7502402316619611,-0.7571321086445366,-0.6659024296039064,0.022609222639885514,1.4944879011138115,-0.4488406760662056,0.005545047242044157,-1.0416773822779373,0.39284149971344373,-0.6106541366644789,-1.031388776598391,0.6272922884062033,1.8959949330470964,29.5944,25.7002,2.7266,38.1184,0.114733,3.69171,48.5431,61.1142,22.4,12477.3,1697.14,807.891,-402.601,1.26875,9.15498,2670.84,4.43,0.01,19.8,7000.0,73000.0,1.21808,9.0,11.0,1.64,89.004,81.0,4568,1048703,1060028,2108732,40.0,933093,1175639,3.51,7.5,Flawed democracy,39.5,Janez Janša,Prime Minister
Solomon Islands,Solomon Islands,Solomon Islands dollar,Honiara,Melanesia,Oceania,Solomon Islander,-1.1327333223228522,1.8554034841046847,-0.7546702957371245,-0.5105960104466238,-0.7320132790203218,-0.7352514075314557,-0.8939060795261325,-1.7005565149059374,0.22714113098979133,-0.7291180173809024,-0.5651537166847879,0.880351803139969,0.7896734793722643,-1.1754196537107158,0.9434460598479146,-0.5970493813829945,-0.31903080864313427,0.9383655,11.6907,14.80275,0.0,1.708655,1.89142,22.498649999999998,0.0,49.08,223.3,416.003,23.2775,108.252,1.79786,4.43218,99.1282,1.4,0.12,14.7,30500.0,1000.0,1.59489,29.785,5.028,3.983,36.132,70.0,-808,354373,369899,724273,8.0,538975,185298,0.0,0.0,Unknown,15.4,Manasseh Sogavare,Prime Minister
Somalia,Somali Democratic Republic,Somali shilling,Mogadishu,Eastern Africa,Africa,Somali,-0.3768947584638608,0.4602069247837105,1.7495543361133195,-0.16808151514351705,0.6589824510609865,0.7375931344126541,-0.47372652959963957,0.022609222639885514,-2.554640959256244,-0.6988757843429901,-0.16128291973779477,1.8687750424048448,-2.475733462915217,2.3884713536491278,1.9040709396545612,-1.9958865915530983,-0.31903080864313427,0.9383655,11.6907,14.80275,0.0,1.708655,1.89142,22.498649999999998,66.4043,95.37,660.4,18752.1,6548.95,-368.442,2.67832,6.506475,378.80100000000004,0.87,0.12,7.9,20000.0,3864000.0,1.52999,43.561,11.596,6.312,2.00405,55.0,-17071,8775069,8822442,17597511,19.708,9269665,8327846,1.37,0.0,Unknown,11.3,Hassan Ali Khayre,Prime Minister
South Africa,Republic of South Africa,South African rand,Pretoria,Southern Africa,Africa,South African,-2.0145449801583424,0.04450590152234019,2.2309138905091728,0.9287182564682196,2.018414750877665,2.097036536594738,1.9473889902962593,1.25057871409938,0.6397763902665934,1.143073163774387,-0.3032454356980896,-0.9305338172597194,1.667383662148794,2.3884713536491278,-1.0207977290888923,0.07342035661276002,-0.50899521811561,92.7112,0.324638,0.0,5.5293,0.0741683,1.9304,-14.4836,86.7914,9.76,393242.0,72213.2,17993.0,49022.2,0.114057,8.5833,489.644,2.3,4.19,23.5,90000.0,73000.0,0.897253,19.821,11.432,2.374,72.3105,62.0,10934,30725879,29168006,59893885,46.5,18965399,40928486,3.52,7.24,Flawed democracy,23.3,Cyril Ramaphosa,President
South Sudan,Republic of South Sudan,South Sudanese Pound,Juba,Middle Africa,Africa,South Sudanese,-0.5028678524403594,0.14427414710506906,0.8462626208344168,-0.05146709149901393,0.669635108775299,0.7097306239638769,-0.7070622552799608,0.022609222639885514,-0.02461635861206387,-0.68094601721838,-2.291717489013577,1.9327151464013697,-0.12071855825773121,1.2729684353573847,1.9584920531582346,-2.0302900618959216,-1.1275495229466959,0.0,0.0,0.0,0.0,99.3939,0.606061,-1058.12,72.2226,33.22,1742.7,32385.9,21818.3,150.149,0.0,5.25356,33.2344,2.21,1.27,3.9,185000.0,1475000.0,2.36822,29.107,11.05,4.469,6.5,55.0,-31885,5508626,5404538,10913164,32.3636,8638206,2274958,1.71,0.0,Unknown,12.5,Salva Kiir Mayardit,President
Spain,Kingdom of Spain,Euro,Madrid,Southern Europe,Europe,Spanish,0.882836181301125,-0.4210792445303946,0.7262865434440906,1.0795243858049215,0.36241849447972374,0.3827242377183556,1.9473889902962593,1.5883152545252923,1.1466266696093455,2.0843608725698335,-0.07072782175823575,-0.9545396017371208,-0.12071855825773121,1.2802502053913523,-0.9954466978466879,0.6272922884062033,1.8959949330470964,18.9624,10.1299,18.8983,20.6187,6.20644,24.82,71.4327,72.9555,19.35,202706.0,39703.2,20960.4,4827.68,3.37222,10.7137,2900.65,2.97,0.08,7.7,199000.0,73000.0,1.37078,7.1,9.5,1.19,93.9,83.0,275022,24278328,23336706,47615034,42.9799,8902107,38712927,3.56,8.08,Full democracy,40.3,Pedro Sánchez,President
